-2.340272619242499275e+02;-6.606088230117106264e+01;-5.589175774457466161e+01;1.616109266695512048e+01;5.855780481307461649e+00;2.093321755361955194e+00;1.454563672575281963e+00;4.659199547389432094e-01;-4.901607642041712620e-01;1.764513584725603490e+00
-2.340272619242503538e+02;-6.606088230117117632e+01;-5.589175774457459767e+01;1.616109266695510982e+01;5.855780481307468754e+00;2.093321755361966297e+00;1.454563672575275524e+00;4.659199547389103468e-01;-4.901607642041470592e-01;1.764513584725616147e+00
-2.340272619242500411e+02;-6.606088230117067894e+01;-5.589175774457510215e+01;1.616109266695503166e+01;5.855780481307414576e+00;2.093321755361883696e+00;1.454563672575254429e+00;4.659199547389770713e-01;-4.901607642041753699e-01;1.764513584725579731e+00
-2.340272619242498706e+02;-6.606088230117093474e+01;-5.589175774457449108e+01;1.616109266695491797e+01;5.855780481307414576e+00;2.093321755361908565e+00;1.454563672575251543e+00;4.659199547389056284e-01;-4.901607642041643786e-01;1.764513584725570183e+00
-2.340272619242498138e+02;-6.606088230117104843e+01;-5.589175774457459767e+01;1.616109266695545443e+01;5.855780481307442109e+00;2.093321755361918779e+00;1.454563672575251543e+00;4.659199547389495377e-01;-4.901607642041915236e-01;1.764513584725627693e+00
-2.340272619242498706e+02;-6.606088230117116211e+01;-5.589175774457474688e+01;1.616109266695530167e+01;5.855780481307498953e+00;2.093321755362077763e+00;1.454563672575193145e+00;4.659199547389674123e-01;-4.901607642041595492e-01;1.764513584725600381e+00
-2.340272619242498706e+02;-6.606088230117116211e+01;-5.589175774457461898e+01;1.616109266695518443e+01;5.855780481307442109e+00;2.093321755361968517e+00;1.454563672575280853e+00;4.659199547389530904e-01;-4.901607642041467816e-01;1.764513584725644124e+00
-2.340272619242498138e+02;-6.606088230117116211e+01;-5.589175774457464740e+01;1.616109266695512403e+01;5.855780481307554908e+00;2.093321755361679859e+00;1.454563672575310163e+00;4.659199547389029084e-01;-4.901607642041819757e-01;1.764513584725661222e+00
-2.340272619242498138e+02;-6.606088230117116211e+01;-5.589175774457464030e+01;1.616109266695511693e+01;5.855780481307456320e+00;2.093321755361878811e+00;1.454563672575398092e+00;4.659199547389387686e-01;-4.901607642041467816e-01;1.764513584725688089e+00
-2.340272619242498138e+02;-6.606088230117116211e+01;-5.589175774457464030e+01;1.616109266695511693e+01;5.855780481307461649e+00;2.093321755361918779e+00;1.454563672575398092e+00;4.659199547389674123e-01;-4.901607642041243551e-01;1.764513584725622364e+00
-2.340272619242498138e+02;-6.606088230117116211e+01;-5.589175774457464030e+01;1.616109266695511693e+01;5.855780481307461649e+00;2.093321755361945868e+00;1.454563672575310163e+00;4.659199547389190621e-01;-4.901607642041339585e-01;1.764513584725622364e+00
-2.340272619242498138e+02;-6.606088230117116211e+01;-5.589175774457463319e+01;1.616109266695511693e+01;5.855780481307461649e+00;2.093321755361948977e+00;1.454563672575236888e+00;4.659199547389817897e-01;-4.901607642042235535e-01;1.764513584725578399e+00
-2.340272619242498138e+02;-6.606088230117116211e+01;-5.589175774457463319e+01;1.616109266695511693e+01;5.855780481307461649e+00;2.093321755361948977e+00;1.454563672575280853e+00;4.659199547388527263e-01;-4.901607642041211355e-01;1.764513584725644124e+00
-2.340272619242498138e+02;-6.606088230117116211e+01;-5.589175774457463319e+01;1.616109266695511693e+01;5.855780481307461649e+00;2.093321755361948977e+00;1.454563672575236888e+00;4.659199547389674123e-01;-4.901607642041467816e-01;1.764513584725600381e+00
-2.340272619242498138e+02;-6.606088230117116211e+01;-5.589175774457463319e+01;1.616109266695511693e+01;5.855780481307461649e+00;2.093321755361949421e+00;1.454563672575302835e+00;4.659199547387953833e-01;-4.901607642041979629e-01;1.764513584725594830e+00
-2.340272619242498138e+02;-6.606088230117116211e+01;-5.589175774457463319e+01;1.616109266695511693e+01;5.855780481307462537e+00;2.093321755361948977e+00;1.454563672575284627e+00;4.659199547389244467e-01;-4.901607642041723722e-01;1.764513584725600381e+00
-2.340272619242498138e+02;-6.606088230117116211e+01;-5.589175774457463319e+01;1.616109266695511693e+01;5.855780481307460761e+00;2.093321755361948977e+00;1.454563672575281297e+00;4.659199547389316076e-01;-4.901607642041723722e-01;1.764513584725622364e+00
-2.340272619242498138e+02;-6.606088230117116211e+01;-5.589175774457463319e+01;1.616109266695511693e+01;5.855780481307461649e+00;2.093321755361948977e+00;1.454563672575280187e+00;4.659199547389365481e-01;-4.901607642041619362e-01;1.764513584725614148e+00
-2.340272619242498138e+02;-6.606088230117116211e+01;-5.589175774457463319e+01;1.616109266695511693e+01;5.855780481307461649e+00;2.093321755361948977e+00;1.454563672575279965e+00;4.659199547389364371e-01;-4.901607642041626578e-01;1.764513584725609929e+00
-2.340272619242498138e+02;-6.606088230117116211e+01;-5.589175774457463319e+01;1.616109266695511693e+01;5.855780481307460761e+00;2.093321755361948977e+00;1.454563672575280187e+00;4.659199547389363816e-01;-4.901607642041625468e-01;1.764513584725607931e+00
-2.340272619242498138e+02;-6.606088230117116211e+01;-5.589175774457463319e+01;1.616109266695511693e+01;5.855780481307461649e+00;2.093321755361949421e+00;1.454563672575280187e+00;4.659199547389363816e-01;-4.901607642041626578e-01;1.764513584725607931e+00
-2.327175986105073378e+02;-1.940432513569113837e+01;-4.209056533229288632e+00;-3.601659886879113515e+01;-6.680579077537522892e+01;-6.969602126186043733e+01;-5.128380518984792502e+01;-3.533441099215999692e+00;-6.464491108380194362e+01;-4.576045243864557932e+01
-2.316673786858568462e+02;3.342889096922851166e+01;5.402587146461493717e+01;-9.038729312929233117e+01;-1.258283422695055691e+02;-1.145137965907172060e+02;-7.125508173793119227e+01;2.428135937994880145e+00;-1.003710249436352200e+02;-7.655262899627975060e+01
-2.300893044679359889e+02;8.979372845998885566e+01;1.148357057675310955e+02;-1.420262385480669707e+02;-1.677196047050177583e+02;-1.319154470610306191e+02;-6.798680139093309549e+01;1.746567466006894875e+01;-9.895011082231600597e+01;-5.342098065959541486e+01
-2.281174728520448127e+02;1.511567932711436697e+02;1.771336335317689645e+02;-1.850607652009634023e+02;-1.812137723333002270e+02;-1.152644384381107159e+02;-5.357982515606281737e+01;3.259942002317298204e+01;-4.576064366727805321e+01;3.955033384500691795e+01
-2.264921962739255719e+02;1.830265875352947091e+02;2.069448341220524981e+02;-2.006850985544997172e+02;-1.767224110074416217e+02;-9.838727840877591291e+01;-4.430827454867007731e+01;2.795197983697965327e+01;-9.954768389258488170e+00;7.193051464668506867e+01
-2.241341092260575749e+02;2.158705610794113170e+02;2.347237756067110865e+02;-2.097654078507856354e+02;-1.617411442983317045e+02;-7.551280596233220876e+01;-3.154809691064808064e+01;1.133851791642183215e+01;2.331584474904681770e+01;7.655642397780582087e+01
-2.169807563903829646e+02;2.816767302537556361e+02;2.827786436831276546e+02;-2.111214959298301039e+02;-1.100835368054180350e+02;-2.107133099621523087e+01;4.619336596223464042e+00;-3.503157701094332310e+01;5.772679951118514197e+01;1.784233544562387763e+01
-2.120035965892699039e+02;3.140923190052091059e+02;3.018050483727341202e+02;-2.035021681507454332e+02;-7.744233286078531364e+01;5.271690728984673058e+00;2.547758775017549127e+01;-4.609549408974788776e+01;5.192012587888581976e+01;-2.512345549677198875e+01
-2.059321223505730529e+02;3.463913820810319066e+02;3.163431228175264209e+02;-1.895280362284451030e+02;-4.200553381760249039e+01;2.754384442968919444e+01;4.339666726748910719e+01;-3.957325540557720700e+01;3.176275990575826569e+01;-6.399526054772275074e+01
-1.854829678393808763e+02;3.648467092703986054e+02;2.778034715314939831e+02;-9.554566530034058758e+01;1.104717259721395095e+02;1.188356255208986170e+02;8.521376451950287390e+01;2.272733034650888229e+01;2.839136896780154018e+01;-2.351360380408923234e+01
-1.672198499145287940e+02;3.712887875866517788e+02;2.470061665342174990e+02;-3.672304491134023152e+01;1.676683235356647970e+02;1.389434584436398268e+02;6.641778751053762164e+01;4.628818291253304551e+01;3.866449240781309271e+01;5.248684034315700586e+01
-1.480991474694682779e+02;3.472659397895938014e+02;1.797661391737395036e+02;4.999976882414301826e+01;2.366135738913249611e+02;1.565407492605998527e+02;3.179545378290913149e+01;4.859909581050543892e+01;5.425205754118037760e+01;1.069416569636787102e+02
